[10/May/2026:15:58:53 +0000] - 200 200 - POST https wordpress.asi-242v.cifpaviles.com "/wp-cron.php?doing_wp_cron=1778428733.6576759815216064453125" [Client 192.168.100.1] [Length 0] [Gzip -] [Sent-to 192.168.100.20] "WordPress/6.9.4; https://wordpress.asi-242v.cifpaviles.com" "-"
[10/May/2026:15:58:53 +0000] - 301 301 - GET https wordpress.asi-242v.cifpaviles.com "/index.php/blog/" [Client 10.232.2.42] [Length 0] [Gzip -] [Sent-to 192.168.100.20] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36" "-"
[10/May/2026:15:58:54 +0000] - 200 200 - GET https wordpress.asi-242v.cifpaviles.com "/es/blog/" [Client 10.232.2.42] [Length 17330] [Gzip -] [Sent-to 192.168.100.20] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36" "-"
[10/May/2026:15:58:54 +0000] - 200 200 - GET https wordpress.asi-242v.cifpaviles.com "/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks.css?ver=wc-10.7.0" [Client 10.232.2.42] [Length 2618] [Gzip -] [Sent-to 192.168.100.20] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36" "https://wordpress.asi-242v.cifpaviles.com/es/blog/"
[10/May/2026:15:58:54 +0000] - 200 200 - GET https wordpress.asi-242v.cifpaviles.com "/wp-content/plugins/bbpress/templates/default/css/bbpress.min.css?ver=2.6.14" [Client 10.232.2.42] [Length 5285] [Gzip -] [Sent-to 192.168.100.20] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36" "https://wordpress.asi-242v.cifpaviles.com/es/blog/"
[10/May/2026:15:58:54 +0000] - 200 200 - GET https wordpress.asi-242v.cifpaviles.com "/wp-content/themes/oceanwp/assets/css/woo/woo-mini-cart.min.css?ver=6.9.4" [Client 10.232.2.42] [Length 1329] [Gzip -] [Sent-to 192.168.100.20] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36" "https://wordpress.asi-242v.cifpaviles.com/es/blog/"
[10/May/2026:15:58:54 +0000] - 200 200 - GET https wordpress.asi-242v.cifpaviles.com "/wp-content/plugins/simple-lightbox/client/css/app.css?ver=2.9.5" [Client 10.232.2.42] [Length 112] [Gzip -] [Sent-to 192.168.100.20] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36" "https://wordpress.asi-242v.cifpaviles.com/es/blog/"
[10/May/2026:15:58:54 +0000] - 200 200 - GET https wordpress.asi-242v.cifpaviles.com "/wp-content/uploads/master-slider/custom.css?ver=1.6" [Client 10.232.2.42] [Length 177] [Gzip -] [Sent-to 192.168.100.20] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36" "https://wordpress.asi-242v.cifpaviles.com/es/blog/"
[10/May/2026:15:58:54 +0000] - 200 200 - GET https wordpress.asi-242v.cifpaviles.com "/wp-content/themes/oceanwp/assets/css/woo/woo-star-font.min.css?ver=6.9.4" [Client 10.232.2.42] [Length 641] [Gzip -] [Sent-to 192.168.100.20] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36" "https://wordpress.asi-242v.cifpaviles.com/es/blog/"
[10/May/2026:15:58:54 +0000] - 200 200 - GET https wordpress.asi-242v.cifpaviles.com "/wp-content/plugins/sassy-social-share/public/css/sassy-social-share-public.css?ver=3.3.79" [Client 10.232.2.42] [Length 2543] [Gzip -] [Sent-to 192.168.100.20] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36" "https://wordpress.asi-242v.cifpaviles.com/es/blog/"
[10/May/2026:15:58:54 +0000] - 200 200 - GET https wordpress.asi-242v.cifpaviles.com "/wp-content/themes/oceanwp/assets/css/woo/woo-quick-view.min.css?ver=6.9.4" [Client 10.232.2.42] [Length 1386] [Gzip -] [Sent-to 192.168.100.20] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36" "https://wordpress.asi-242v.cifpaviles.com/es/blog/"
